VAR1,VAR2,VAR3,VAR4,TRAITEMENT,CIBLE
0.163110,A,0.817125,0.461723,T0,0
0.877286,A,0.378552,0.703353,T0,0
0.924983,B,0.573764,0.197295,T0,0
0.143407,A,0.234207,0.796319,T0,1
0.413941,B,0.381228,0.476221,T0,0
0.366755,A,0.089310,0.834660,T0,1
0.352268,B,0.350739,0.012535,T0,0
0.948359,B,0.339890,0.092807,T0,0
0.325780,B,,0.585426,T0,0
0.845258,B,0.142327,0.190878,T0,0
0.812834,B,0.365034,0.017676,T0,0
0.037218,C,0.366158,0.201413,T0,0
0.279571,B,0.556284,0.885842,T0,0
0.665943,B,0.605824,0.538023,T0,0
0.605504,A,0.013269,0.651732,T0,0
0.537008,C,0.568176,0.591337,T0,0
0.853159,C,0.216455,0.315598,T0,0
0.723821,C,0.911806,0.834698,T0,0
0.359272,A,0.304783,0.845465,T0,1
0.312688,A,0.277894,0.335974,T0,1
0.914034,C,0.435950,0.946129,T0,0
0.664457,B,0.996019,0.158834,T0,0
0.006342,A,0.569308,0.916566,T0,1
0.531173,A,0.536191,0.156137,T0,0
0.303531,C,0.305909,0.952956,T0,0
0.819506,B,0.428373,0.503836,T0,0
0.094509,B,0.347005,0.416479,T0,0
0.301062,C,0.470654,0.559108,T0,0
0.713753,C,0.095309,0.446253,T0,0
0.532342,B,,0.788621,T0,0
0.605626,B,0.042056,0.603430,T0,0
0.049394,A,0.361770,0.581764,T0,1
0.013934,A,0.425626,0.859367,T0,1
0.665421,B,,0.238965,T0,0
0.088310,C,,0.344433,T0,0
0.487547,A,0.109714,0.625586,T0,1
0.886096,A,0.401905,0.399306,T0,0
0.867573,A,0.494640,0.937033,T0,0
0.298067,C,0.191747,0.028696,T0,0
0.639709,A,0.603790,0.676444,T0,0
0.592044,C,0.743787,0.150455,T0,0
0.573342,C,0.475049,0.071824,T0,0
0.862421,B,0.373832,0.015103,T0,0
0.055392,B,0.011656,0.137137,T0,0
0.055939,A,0.251686,0.316975,T0,1
0.787336,A,0.305629,0.256675,T0,0
0.716079,B,,0.648479,T0,0
0.350160,A,0.087873,0.419367,T0,1
0.735268,B,0.519458,0.720561,T0,0
0.951639,C,,0.488980,T0,0
0.372593,B,0.704763,0.784888,T0,0
0.593706,C,,0.559289,T0,0
0.288059,B,0.548739,0.194923,T0,0
0.506477,A,0.359448,0.842203,T0,0
0.983837,C,0.119195,0.278863,T0,0
0.794660,A,0.761890,0.262788,T0,0
0.825253,C,0.384215,0.744260,T0,0
0.642806,A,0.818234,0.183613,T0,0
0.976913,A,0.838812,0.158648,T0,0
0.015368,B,0.311234,0.611498,T0,0
0.448507,C,0.934401,0.191762,T0,0
0.002770,C,0.458140,0.238948,T0,0
0.143629,C,0.805762,0.051353,T0,0
0.955149,C,0.550720,0.922719,T0,0
0.978899,C,0.786078,0.367873,T0,0
0.741249,A,0.968983,0.674375,T0,0
0.226060,C,0.574056,0.272091,T0,0
0.821769,C,0.232752,0.317280,T0,0
0.673754,B,0.127247,0.312048,T0,0
0.583217,C,0.767025,0.486788,T0,0
0.246412,A,0.621695,0.789650,T0,1
0.682031,A,0.873754,0.875492,T0,0
0.494304,A,0.914832,0.148367,T0,0
0.321259,A,0.442954,0.485611,T0,1
0.011800,A,,0.339014,T0,0
0.999116,C,0.694672,0.794003,T0,0
0.089169,A,0.290138,0.943324,T0,1
0.599829,B,0.062496,0.193895,T0,0
0.255068,C,0.569529,0.721905,T0,0
0.768357,C,0.566467,0.876553,T0,0
0.790094,C,,0.219603,T0,0
0.404184,A,0.376807,0.246808,T0,1
0.247142,B,0.095137,0.007350,T0,0
0.656889,C,0.536979,0.401528,T0,0
0.990469,B,0.372496,0.015518,T0,0
0.313611,B,,0.120974,T0,0
0.473429,C,0.512363,0.510437,T0,0
0.777046,A,,0.763032,T0,0
0.311567,A,0.340799,0.601152,T0,1
0.744424,B,0.920344,0.573324,T0,0
0.122411,B,0.768085,0.269986,T0,0
0.071188,B,0.678210,0.635888,T0,0
0.738423,B,0.632869,0.756694,T0,0
0.736265,A,0.136042,0.913003,T0,0
0.997957,C,0.114474,0.455527,T0,0
0.406031,B,0.639746,0.771868,T0,0
0.283617,A,0.643939,0.124817,T0,1
0.292921,C,0.790312,0.962560,T0,0
0.684527,B,0.368056,0.993354,T0,0
0.202004,B,0.472348,0.720188,T0,0
0.603044,A,0.273971,0.960210,T0,0
0.306070,B,0.136437,0.862718,T0,0
0.294332,A,0.170180,0.184738,T0,1
0.821071,C,0.994649,0.002124,T0,0
0.597730,C,0.041333,0.556279,T0,0
0.303342,B,0.992456,0.767717,T0,0
0.011241,B,0.757227,0.775735,T0,0
0.489144,B,0.670746,0.111736,T0,0
0.263115,B,0.269018,0.338616,T0,0
0.696708,A,0.523534,0.395353,T0,0
0.815951,B,0.259749,0.086165,T0,0
0.692276,C,0.986149,0.861515,T0,0
0.620458,B,0.309264,0.484560,T0,0
0.201949,B,0.532369,0.043441,T0,0
0.819905,C,,0.189410,T0,0
0.942118,C,0.530261,0.094512,T0,0
0.227631,C,,0.723961,T0,0
0.732132,B,0.937635,0.849061,T0,0
0.423792,C,0.830674,0.999685,T0,0
0.113539,C,0.595803,0.788692,T0,0
0.560308,A,0.168347,0.575425,T0,0
0.434122,A,0.249823,0.519872,T0,1
0.018126,C,0.217223,0.345915,T0,0
0.473417,C,0.599770,0.440926,T0,0
0.881961,C,0.253597,0.102124,T0,0
0.414750,B,0.247883,0.428356,T0,0
0.397614,A,0.574729,0.729622,T0,1
0.008497,B,0.260451,0.133787,T0,0
0.430683,A,0.857323,0.350856,T0,0
0.078911,B,0.094798,0.932763,T0,0
0.108351,C,0.276295,0.424894,T0,0
0.638937,B,0.364507,0.665225,T0,0
0.015737,C,0.811346,0.275686,T0,0
0.350781,A,0.322669,0.549756,T0,1
0.503676,B,0.670041,0.244374,T0,0
0.486245,C,0.460014,0.365230,T0,0
0.447781,A,0.342613,0.632149,T0,1
0.545953,A,0.682313,0.131940,T0,0
0.663855,B,0.608995,0.052288,T0,0
0.042526,B,0.440090,0.647547,T0,0
0.912141,A,0.616724,0.470823,T0,0
0.218715,C,0.711025,0.744225,T0,0
0.198281,A,0.534815,0.343558,T0,1
0.609702,A,0.305525,0.478397,T0,0
0.890533,B,0.125652,0.547132,T0,0
0.974553,C,0.138576,0.868854,T0,0
0.544348,C,0.541484,0.297021,T0,0
0.207700,C,0.033718,0.165782,T0,0
0.813407,A,0.942051,0.027867,T0,0
0.812832,B,0.682984,0.286902,T0,0
0.708293,B,0.961463,0.813056,T0,0
0.959099,A,0.024384,0.123907,T0,0
0.973044,A,0.932597,0.796282,T0,0
0.147847,A,0.370915,0.598153,T0,1
0.628793,A,0.634401,0.692874,T0,0
0.593593,A,0.900006,0.474662,T0,0
0.542070,A,0.056161,0.037231,T0,0
0.034015,C,0.259132,0.194283,T0,0
0.246122,C,0.145425,0.763585,T0,0
0.757654,B,0.896183,0.285637,T0,0
0.369203,A,0.596846,0.208044,T0,1
0.505373,A,0.024024,0.630597,T0,0
0.101712,B,0.276540,0.737077,T0,0
0.655530,C,0.003697,0.644500,T0,0
0.154952,C,0.978534,0.243872,T0,0
0.512498,A,,0.072433,T0,0
0.506405,C,0.379346,0.114646,T0,0
0.578517,C,0.410698,0.247460,T0,0
0.814832,A,0.664372,0.110500,T0,0
0.249519,B,0.733328,0.147210,T0,0
0.349044,C,0.195102,0.661153,T0,0
0.676018,C,0.090506,0.189873,T0,0
0.188862,B,0.354615,0.902777,T0,0
0.316387,C,0.724303,0.993234,T0,0
0.769864,B,,0.598239,T0,0
0.548624,B,0.297387,0.358843,T0,0
0.093593,B,0.178183,0.223665,T0,0
0.035928,C,,0.314858,T0,0
0.408930,B,0.561219,0.280623,T0,0
0.069279,B,0.000336,0.892446,T0,0
0.645399,C,0.836482,0.935476,T0,0
0.399331,B,0.263255,0.529181,T0,0
0.761002,C,0.368016,0.610946,T0,0
0.849802,A,0.375867,0.829308,T0,0
0.626058,A,0.016094,0.374249,T0,0
0.153275,C,,0.908582,T0,0
0.848925,C,0.428710,0.059770,T0,0
0.912131,A,0.192365,0.894658,T0,0
0.491712,B,0.726823,0.915420,T0,0
0.805378,B,,0.487249,T0,0
0.389756,B,0.726016,0.998138,T0,0
0.798738,A,0.490436,0.636607,T0,0
0.459223,B,0.841332,0.460707,T0,0
0.642939,B,0.633212,0.473188,T0,0
0.009760,A,0.395427,0.072451,T0,1
0.422440,C,0.308537,0.857138,T0,0
0.839427,A,0.498550,0.753929,T0,0
0.048359,C,0.860631,0.939291,T0,0
0.057010,A,0.031679,0.453885,T0,1
0.801329,B,0.076459,0.288254,T0,0
0.847190,A,0.328179,0.289478,T0,0
0.531513,A,0.633302,0.901563,T0,0
0.497832,A,,0.712792,T0,0
0.568550,C,0.392988,0.486902,T0,0
0.795892,C,0.509679,0.889519,T0,0
0.894779,C,0.941257,0.951170,T0,0
0.656113,A,,0.004289,T0,0
0.302019,C,0.016884,0.868713,T0,0
0.105861,A,0.918584,0.922011,T0,0
0.985441,B,0.473361,0.879889,T0,0
0.495545,C,0.569617,0.730213,T0,0
0.184327,B,0.256815,0.675203,T0,0
0.564796,A,0.499045,0.766384,T0,0
0.340767,B,0.496527,0.610918,T0,0
0.493806,A,0.772401,0.093731,T0,1
0.555704,A,0.631495,0.015564,T0,0
0.146105,C,0.469945,0.920028,T0,0
0.186542,A,0.769748,0.790708,T0,1
0.883994,B,0.699982,0.663568,T0,0
0.330484,C,0.453445,0.351563,T0,0
0.696173,A,0.708205,0.661209,T0,0
0.645748,C,0.784686,0.261808,T0,0
0.818957,A,0.447401,0.291603,T0,0
0.219609,B,0.224670,0.458678,T0,0
0.898168,B,0.263980,0.043333,T0,0
0.980948,A,0.591851,0.631690,T0,0
0.678504,B,0.768661,0.535129,T0,0
0.914780,C,,0.841508,T0,0
0.142396,C,0.552168,0.952412,T0,0
0.100580,A,0.961353,0.946690,T0,0
0.083554,A,0.283220,0.196485,T0,1
0.320276,A,0.067856,0.422524,T0,1
0.044495,B,0.947850,0.050609,T0,0
0.202050,A,,0.994312,T0,0
0.423139,B,0.704497,0.744880,T0,0
0.275917,B,0.452967,0.613201,T0,0
0.189332,C,0.940115,0.306570,T0,0
0.304599,A,0.112248,0.950356,T0,1
0.256211,A,0.129580,0.009269,T0,1
0.600691,C,0.699093,0.114660,T0,0
0.271946,B,0.617731,0.353996,T0,0
0.290059,C,0.704798,0.559970,T0,0
0.415394,B,0.965091,0.067168,T0,0
0.119950,B,,0.701638,T0,0
0.511083,C,0.349279,0.899582,T0,0
0.534252,B,0.128175,0.513381,T0,0
0.933266,A,,0.575155,T0,0
0.498100,B,0.376514,0.522194,T0,0
0.059354,B,0.069349,0.828482,T0,0
0.794640,B,0.343130,0.603868,T0,0
0.935542,C,0.388226,0.007838,T0,0
0.326735,C,0.257272,0.200984,T0,0
0.357870,B,0.032399,0.030572,T0,0
0.504809,B,0.528026,0.770008,T0,0
0.945928,B,0.334250,0.404326,T0,0
0.388557,A,0.052615,0.486614,T0,1
0.927666,A,0.969745,0.707981,T0,0
0.826913,C,,0.784588,T0,0
0.981519,C,0.238845,0.485211,T0,0
0.546218,B,0.846068,0.614219,T0,0
0.407648,A,0.571896,0.768913,T0,1
0.377295,A,0.858279,0.097940,T0,0
0.794289,C,,0.353171,T0,0
0.501131,B,0.995175,0.918069,T0,0
0.657103,A,0.260018,0.792782,T0,0
0.973813,A,0.684754,0.868727,T0,0
0.450739,B,,0.846533,T0,0
0.631789,A,0.812438,0.910345,T0,0
0.484500,A,0.900182,0.051763,T0,0
0.203963,B,0.451889,0.605586,T0,0
0.195625,B,0.414384,0.813888,T0,0
0.287238,B,0.976467,0.217478,T0,0
0.063816,C,0.206229,0.576214,T0,0
0.235725,B,0.461095,0.392009,T0,0
0.519329,B,0.386099,0.863628,T0,0
0.113521,B,0.967975,0.243707,T0,0
0.270036,B,0.142551,0.610402,T0,0
0.263041,A,0.517853,0.568555,T0,1
0.228000,B,0.395653,0.718408,T0,0
0.909835,C,0.777628,0.316102,T0,0
0.004047,B,0.006803,0.723355,T0,0
0.113758,A,0.991166,0.547726,T0,0
0.424869,B,0.622248,0.894974,T0,0
0.126279,B,0.747597,0.382079,T0,0
0.158346,B,0.247262,0.981017,T0,0
0.323934,A,0.171431,0.937528,T0,1
0.024788,B,0.522983,0.309525,T0,0
0.632024,C,0.777082,0.125360,T0,0
0.820337,C,0.020796,0.127454,T0,0
0.821171,B,0.174903,0.721421,T0,0
0.278806,C,0.490723,0.204191,T0,0
0.962750,B,0.780567,0.497010,T0,0
0.016509,C,0.521080,0.692227,T0,0
0.529020,B,0.086166,0.211572,T0,0
0.536370,B,0.537764,0.069538,T0,0
0.241558,A,0.917569,0.080717,T0,0
0.277538,C,0.646771,0.410570,T0,0
0.500340,C,0.111693,0.489171,T0,0
0.105179,A,0.060747,0.140944,T0,1
0.390403,A,0.500398,0.852696,T0,1
0.957356,A,0.079697,0.891142,T0,0
0.347151,A,0.415308,0.912354,T0,1
0.927257,C,,0.768737,T0,0
0.362800,C,0.918748,0.284012,T0,0
0.624287,C,0.929667,0.021917,T0,0
0.757553,A,0.527051,0.380169,T0,0
0.254677,B,0.951190,0.217749,T0,0
0.773251,C,0.399145,0.603238,T0,0
0.184891,C,0.812761,0.512737,T0,0
0.351770,B,0.126083,0.204333,T0,0
0.667004,B,0.409491,0.163016,T0,0
0.935654,C,0.784462,0.186739,T0,0
0.560127,B,0.445309,0.177090,T0,0
0.351014,C,0.356653,0.621387,T0,0
0.909524,C,0.565564,0.150605,T0,0
0.379073,B,0.075792,0.616792,T0,0
0.358672,A,0.266946,0.799831,T0,1
0.638258,B,0.490192,0.532399,T0,0
0.004438,B,,0.921226,T0,0
0.606886,C,0.852380,0.992233,T0,0
0.205809,B,0.756992,0.311158,T0,0
0.505526,B,0.522366,0.059368,T0,0
0.830186,B,0.598577,0.956585,T0,0
0.626545,B,0.203846,0.033315,T0,0
0.033442,B,0.924397,0.819851,T0,0
0.906208,C,0.166848,0.860276,T0,0
0.153288,A,0.541592,0.365610,T0,1
0.678282,C,,0.705715,T0,0
0.646536,B,0.325241,0.164773,T0,0
0.967077,B,,0.114482,T0,0
0.397947,B,0.500806,0.201425,T0,0
0.892663,B,0.952201,0.695611,T0,0
0.293015,B,0.597326,0.924904,T0,0
0.217948,A,0.125694,0.444530,T0,1
0.413755,B,0.405226,0.056216,T0,0
0.308913,B,0.922197,0.102806,T0,0
0.587007,C,0.235299,0.564662,T0,0
0.435461,B,0.737292,0.943103,T0,0
0.758549,B,0.794415,0.919651,T0,0
0.047852,A,0.779371,0.097502,T0,1
0.358658,C,0.673291,0.009670,T0,0
0.838095,C,0.483449,0.844969,T0,0
0.257761,B,0.755921,0.978722,T0,0
0.763415,C,0.357278,0.568945,T0,0
0.802398,B,0.420624,0.600703,T0,0
0.654943,C,0.026828,0.013864,T0,0
0.416315,C,0.503553,0.935574,T0,0
0.822649,A,0.519001,0.288157,T0,0
0.218750,A,0.145810,0.554660,T0,1
0.270888,C,0.318199,0.096175,T0,0
0.354974,B,0.232882,0.789637,T0,0
0.857473,C,0.392269,0.554874,T0,0
0.922348,A,0.836488,0.794435,T0,0
0.636695,A,,0.956258,T0,0
0.733337,C,0.603966,0.374835,T0,0
0.250774,C,0.424748,0.232275,T0,0
0.759199,B,,0.763813,T0,0
0.680573,B,0.370207,0.438569,T0,0
0.052674,B,0.625143,0.152124,T0,0
0.579010,C,0.952999,0.366532,T0,0
0.983212,B,0.606239,0.901671,T0,0
0.797842,A,0.934514,0.275426,T0,0
0.516565,C,0.524150,0.311496,T0,0
0.308418,C,,0.453814,T0,0
0.303192,A,0.171506,0.962724,T0,1
0.760063,C,0.584086,0.736024,T0,0
0.919737,A,,0.580964,T0,0
0.535728,C,0.276306,0.796407,T0,0
0.946300,B,0.364290,0.375355,T0,0
0.312239,C,0.899867,0.645711,T0,0
0.610469,C,0.240576,0.076445,T0,0
0.012729,A,,0.976415,T0,1
0.500228,C,0.959359,0.373647,T0,0
0.346575,C,0.372266,0.869507,T0,0
0.925956,A,0.722762,0.352674,T0,0
0.305895,B,0.587656,0.534809,T0,0
0.642206,B,0.190161,0.856604,T0,0
0.121106,A,0.425140,0.237405,T0,1
0.342208,C,0.611705,0.541001,T0,0
0.934921,A,0.114965,0.810339,T0,0
0.267566,B,0.264646,0.046811,T0,0
0.922659,B,0.899844,0.717059,T0,0
0.141566,B,0.485976,0.511700,T0,0
0.066519,A,,0.788831,T0,0
0.520942,A,0.693068,0.094320,T0,0
0.147914,A,0.259925,0.838452,T0,1
0.635859,C,0.312261,0.833370,T0,0
0.648954,A,0.398418,0.963733,T0,0
0.199650,A,,0.127504,T0,1
0.035559,C,0.667241,0.572917,T0,0
0.658557,B,0.687098,0.108736,T0,0
0.548127,A,0.685931,0.807989,T0,0
0.701040,A,0.846408,0.799384,T0,0
0.986843,C,0.985526,0.466414,T0,0
0.110749,A,0.745134,0.025842,T0,1
0.907960,C,0.885598,0.603840,T0,0
0.106135,B,0.158060,0.005411,T0,0
0.342911,C,0.720316,0.220566,T0,0
0.096811,A,0.862609,0.436701,T0,0
0.038329,B,,0.775267,T0,0
0.313334,A,0.031188,0.967611,T0,1
0.746014,C,0.613483,0.078482,T0,0
0.962519,B,0.708884,0.830099,T0,0
0.096182,C,0.105359,0.641309,T0,0
0.691022,B,0.731395,0.605531,T0,0
0.176337,A,0.085498,0.787931,T0,1
0.958798,B,0.224266,0.896192,T0,0
0.075733,C,0.050190,0.066343,T0,0
0.007935,B,0.863521,0.178960,T0,0
0.707527,A,0.549241,0.371863,T0,0
0.417129,A,0.235221,0.468972,T0,1
0.510195,B,0.560798,0.039191,T0,0
0.305070,A,0.283216,0.299904,T0,1
0.205315,B,0.302296,0.731883,T0,0
0.423719,C,0.363974,0.386993,T0,0
0.574962,C,,0.825769,T0,0
0.470870,C,0.987367,0.515249,T0,0
0.087526,B,0.856148,0.037722,T0,0
0.897141,C,0.055195,0.007819,T0,0
0.614048,A,0.417103,0.991883,T0,0
0.337605,B,0.975958,0.184157,T0,0
0.316402,C,,0.747356,T0,0
0.556800,B,0.685587,0.845355,T0,0
0.731266,C,0.504296,0.548237,T0,0
0.698611,A,0.194554,0.763797,T0,0
0.503191,A,0.968726,0.375233,T0,0
0.237307,B,0.634339,0.141839,T0,0
0.260687,A,0.411393,0.215743,T0,1
0.176036,C,0.831274,0.873394,T0,0
0.878775,B,0.057174,0.055340,T0,0
0.071271,B,0.828345,0.669277,T0,0
0.855318,B,0.859468,0.459640,T0,0
0.508908,B,0.609367,0.733893,T0,0
0.814288,C,0.319094,0.745205,T0,0
0.975591,B,0.245472,0.080186,T0,0
0.955102,A,0.975401,0.188331,T0,0
0.835226,B,0.207390,0.412123,T0,0
0.913002,A,0.400780,0.204865,T0,0
0.145038,B,0.523662,0.296894,T0,0
0.738810,B,0.084112,0.407738,T0,0
0.757344,B,0.867877,0.214892,T0,0
0.819457,B,0.619396,0.507478,T0,0
0.967678,A,0.421285,0.618960,T0,0
0.045922,C,0.904272,0.636575,T0,0
0.953669,A,,0.979390,T0,0
0.614603,B,0.164095,0.233338,T0,0
0.894382,C,,0.873716,T0,0
0.839463,C,0.390763,0.020496,T0,0
0.772099,C,0.988383,0.729761,T0,0
0.207118,A,0.377578,0.911938,T0,1
0.482621,B,0.504017,0.498744,T0,0
0.828333,B,0.492626,0.939700,T0,0
0.023535,B,0.506133,0.925456,T0,0
0.097421,A,0.528773,0.556045,T0,1
0.036387,B,0.104129,0.486310,T0,0
0.778216,A,0.894247,0.268328,T0,0
0.187236,A,0.592349,0.937194,T0,1
0.591963,C,0.933765,0.961249,T0,0
0.750701,A,0.402776,0.447736,T0,0
0.220580,A,0.173055,0.745439,T0,1
0.960085,C,0.412930,0.163476,T0,0
0.354670,A,0.657547,0.350777,T0,1
0.078283,C,0.648206,0.973593,T0,0
0.993756,C,0.265487,0.324342,T0,0
0.664472,B,0.600492,0.728128,T0,0
0.568357,C,0.633761,0.469998,T0,0
0.280383,C,0.690663,0.254438,T0,0
0.746080,A,,0.564143,T0,0
0.784501,A,0.625637,0.735026,T0,0
0.859661,B,0.543893,0.489428,T0,0
0.227262,C,0.340056,0.218941,T0,0
0.785458,B,0.079483,0.741893,T0,0
0.649252,B,0.390292,0.270214,T0,0
0.100044,C,0.875420,0.814772,T0,0
0.872357,A,0.777325,0.574001,T0,0
0.890399,B,,0.098560,T0,0
0.265054,C,0.077697,0.942157,T0,0
0.366826,A,0.148864,0.434823,T0,1
0.388248,A,0.055040,0.988156,T0,1
0.729320,C,0.544898,0.132819,T0,0
0.367770,A,0.826067,0.714564,T0,0
0.582706,A,,0.966005,T0,0
0.566539,A,0.864779,0.979170,T0,0
0.683306,A,0.852369,0.318285,T0,0
0.235345,C,0.198330,0.200788,T0,0
0.869085,C,0.439483,0.645323,T0,0
0.626383,C,0.211023,0.671096,T0,0
0.478281,B,0.871399,0.694342,T0,0
0.788156,A,0.040576,0.508881,T0,0
0.871610,C,0.492962,0.164997,T0,0
0.958579,A,0.228228,0.839474,T0,0
0.078985,B,0.085899,0.247468,T0,0
0.863208,C,,0.169522,T0,0
0.694429,B,0.122542,0.626670,T0,0
0.305198,C,0.669474,0.200810,T0,0
0.219393,B,0.197260,0.244060,T0,0
0.941467,B,0.626184,0.923431,T0,0
0.714804,A,0.482453,0.229897,T0,0
0.967463,C,0.471237,0.938753,T0,0
0.775683,B,0.757036,0.492705,T0,0
0.738424,B,0.340637,0.909278,T0,0
0.831958,C,0.229222,0.615799,T0,0
0.616367,B,0.749551,0.528456,T0,0
0.091610,A,0.256474,0.733803,T0,1
0.864317,A,0.680919,0.867044,T0,0
0.976267,B,,0.554798,T0,0
0.010994,C,0.393995,0.176140,T0,0
0.390934,B,0.498161,0.293859,T0,0
0.986546,C,,0.719816,T0,0
0.106193,C,0.961890,0.242493,T0,0
0.893308,A,0.856126,0.158906,T0,0
0.610104,A,0.758393,0.676096,T0,0
0.055157,C,,0.282130,T0,0
0.266556,A,0.264608,0.047524,T0,1
0.964607,C,0.751523,0.837151,T0,0
0.791133,B,,0.878564,T0,0
0.754961,C,0.908842,0.894586,T0,0
0.462654,C,0.928920,0.272833,T0,0
0.118860,C,0.781103,0.589616,T0,0
0.785303,C,0.166026,0.802106,T0,0
0.178062,C,0.460447,0.076001,T0,0
0.769853,A,0.490352,0.473644,T0,0
0.167039,B,0.884048,0.732714,T0,0
0.377873,C,0.249329,0.573741,T0,0
0.861978,C,0.553646,0.690960,T0,0
0.587296,B,0.454038,0.879475,T0,0
0.564627,A,0.807347,0.793812,T0,0
0.397043,C,0.897971,0.772043,T0,0
0.058560,A,0.763861,0.803453,T0,1
0.627476,C,0.173245,0.222693,T0,0
0.790480,B,,0.934580,T0,0
0.700285,B,0.468031,0.620013,T0,0
0.315481,A,0.818670,0.341152,T0,0
0.452634,A,0.663025,0.519230,T0,1
0.193549,C,0.459475,0.219183,T0,0
0.285828,B,0.732215,0.758315,T0,0
0.264206,B,0.625433,0.721810,T0,0
0.326551,A,0.455031,0.995485,T0,1
0.371132,A,0.134950,0.194092,T0,1
0.339682,C,0.488691,0.760189,T0,0
0.224982,A,0.460889,0.764091,T0,1
0.986358,B,0.493854,0.552746,T0,0
0.416121,A,0.378003,0.228569,T0,1
0.914100,A,0.951974,0.456454,T0,0
0.487852,A,0.747446,0.842230,T0,1
0.784076,B,0.033506,0.858644,T0,0
0.358170,B,0.345406,0.191193,T0,0
0.444880,A,0.944976,0.180888,T0,0
0.586857,C,0.441806,0.445205,T0,0
0.783236,B,0.051522,0.087407,T0,0
0.727201,B,0.982639,0.522563,T0,0
0.511327,C,0.386324,0.659882,T0,0
0.468279,A,,0.862772,T0,1
0.757096,A,0.993949,0.809512,T0,0
0.327779,B,0.315847,0.094847,T0,0
0.890270,B,0.475049,0.086871,T0,0
0.614230,A,0.982057,0.554418,T0,0
0.322282,B,0.968358,0.980912,T0,0
0.951420,A,0.162202,0.731531,T0,0
0.076203,A,0.513702,0.384745,T0,1
0.258924,B,0.682491,0.891977,T0,0
0.773276,B,0.280092,0.220218,T0,0
0.092478,A,0.961510,0.830722,T0,0
0.515158,A,0.994610,0.992715,T0,0
0.329171,B,0.647037,0.996328,T0,0
0.512974,A,,0.450639,T0,0
0.720686,C,0.539901,0.698848,T0,0
0.578451,A,0.574315,0.873843,T0,0
0.931989,B,,0.866116,T0,0
0.998665,B,0.992159,0.077290,T0,0
0.855663,C,,0.764770,T0,0
0.712468,B,0.574379,0.966891,T0,0
0.853571,B,0.708931,0.461709,T0,0
0.706886,B,0.644918,0.995882,T0,0
0.918367,A,0.136932,0.073444,T0,0
0.717610,A,0.837827,0.598094,T0,0
0.595094,B,0.015158,0.554289,T0,0
0.694079,A,0.630695,0.819982,T0,0
0.321875,A,0.705708,0.249486,T0,1
0.861592,C,0.476087,0.841345,T0,0
0.780603,A,0.424960,0.891947,T0,0
0.644347,A,0.099062,0.544613,T0,0
0.453440,B,0.958198,0.464003,T0,0
0.365240,C,0.946353,0.746167,T0,0
0.825492,C,,0.744108,T0,0
0.118843,C,,0.436122,T0,0
0.953419,B,0.178395,0.602225,T0,0
0.598299,B,0.324270,0.648029,T0,0
0.610622,B,0.554767,0.520471,T0,0
0.677000,B,0.474841,0.673977,T0,0
0.466079,A,0.654614,0.033319,T0,1
0.684409,A,0.081044,0.204495,T0,0
0.838019,A,0.297915,0.899921,T0,0
0.478584,A,0.981778,0.260495,T0,0
0.355312,B,0.728772,0.477865,T0,0
0.959289,A,0.831149,0.937130,T0,0
0.375886,A,0.343851,0.713933,T0,1
0.894284,A,0.525309,0.191272,T0,0
0.844787,A,0.874595,0.542470,T0,0
0.997350,A,0.269729,0.857387,T0,0
0.419197,C,,0.675852,T0,0
0.063663,C,0.970543,0.462449,T0,0
0.123220,B,0.666667,0.240247,T0,0
0.585844,B,0.672114,0.619925,T0,0
0.168635,C,0.464397,0.711889,T0,0
0.727884,A,0.953918,0.097336,T0,0
0.635881,B,0.583523,0.527377,T0,0
0.820753,A,0.753800,0.653829,T0,0
0.221042,B,0.412504,0.592578,T0,0
0.669349,A,0.368543,0.985938,T0,0
0.568298,B,0.862415,0.277147,T0,0
0.855423,A,0.950499,0.659129,T0,0
0.670836,A,0.133595,0.075547,T0,0
0.266585,B,0.653894,0.080125,T0,0
0.822183,B,0.212947,0.596978,T0,0
0.393160,B,0.479553,0.067347,T0,0
0.884457,A,0.107426,0.019922,T0,0
0.798507,A,0.439675,0.771090,T0,0
0.184829,B,0.616456,0.316960,T0,0
0.706382,A,0.463728,0.953250,T0,0
0.849826,A,0.647618,0.547566,T0,0
0.995692,C,0.378527,0.376063,T0,0
0.414505,C,0.029304,0.821564,T0,0
0.204235,A,0.902947,0.124325,T0,0
0.773434,B,0.661470,0.208287,T0,0
0.250462,B,0.404284,0.389789,T0,0
0.660203,A,0.378823,0.032629,T0,0
0.547781,A,0.765110,0.829036,T0,0
0.110168,A,0.765601,0.542200,T0,1
0.417580,C,0.658631,0.225432,T0,0
0.137234,C,0.972010,0.193941,T0,0
0.770179,A,0.765592,0.598013,T0,0
0.151882,C,0.918803,0.409551,T0,0
0.697699,B,0.180723,0.609869,T0,0
0.703520,A,0.096098,0.332624,T0,0
0.753126,C,0.968200,0.511617,T0,0
0.168200,C,0.223476,0.784632,T0,0
0.329795,B,0.932685,0.625094,T0,0
0.732642,C,0.220300,0.453744,T0,0
0.491366,C,0.730032,0.033165,T0,0
0.822966,B,0.618887,0.741993,T0,0
0.741033,A,0.753667,0.935937,T0,0
0.723662,B,0.799313,0.568291,T0,0
0.614920,B,,0.081467,T0,0
0.342722,B,0.856051,0.758900,T0,0
