VAR1,VAR2,VAR3,VAR4,VAR5,TRAITEMENT,CIBLE
0.483111,C,0.936356,0.455994,0.836054,T0,0
0.598241,A,0.921446,0.726914,0.448131,T0,0
0.057160,C,0.239540,0.356254,0.420366,T0,0
0.214756,A,0.754527,0.105507,0.047977,T0,1
0.351948,A,0.814985,0.513785,0.728823,T0,0
0.808346,A,,0.883652,0.723414,T0,0
0.297121,C,0.507742,0.038589,0.595831,T0,0
0.050322,C,,0.635446,0.645885,T0,0
0.533833,C,0.199937,0.903389,0.239358,T0,0
0.113411,B,0.940526,0.698520,0.043861,T0,0
0.417502,B,0.668828,0.325057,0.954539,T0,0
0.443697,A,0.064928,0.119354,0.220685,T0,1
0.955189,B,0.044628,0.755270,0.523459,T0,0
0.989180,A,0.925980,0.454506,0.890820,T0,0
0.448795,B,0.038351,0.759289,0.827523,T0,0
0.152712,B,0.897806,0.567397,0.997017,T0,0
0.215699,B,,0.940862,0.513175,T0,0
0.920233,B,0.434962,0.783943,0.734595,T0,0
0.431515,C,0.911824,0.011684,0.499594,T0,0
0.938485,A,0.831201,0.070936,0.913768,T0,0
0.597728,C,0.105430,0.326179,0.285680,T0,0
0.655658,C,0.428312,0.063310,0.008325,T0,0
0.709901,A,0.394212,0.146983,0.861539,T0,0
0.793891,A,0.155622,0.727133,0.644487,T0,0
0.306273,B,,0.981089,0.269063,T0,0
0.716605,B,0.131859,0.259170,0.493363,T0,0
0.587407,C,0.798834,0.120662,0.701367,T0,0
0.287990,A,,0.464718,0.585406,T0,1
0.446341,C,0.950694,0.029211,0.485697,T0,0
0.041174,C,0.536825,0.314535,0.837479,T0,0
0.276256,B,0.307624,0.067624,0.226571,T0,0
0.703993,C,0.072710,0.295237,0.075859,T0,0
0.934146,C,0.785545,0.334297,0.360170,T0,0
0.169833,A,0.274563,0.786414,0.378065,T0,1
0.457330,A,0.794247,0.773698,0.020724,T0,1
0.955299,A,0.260997,0.110263,0.828707,T0,0
0.118733,C,0.257374,0.835871,0.358898,T0,0
0.387550,A,0.027778,0.844728,0.838602,T0,0
0.367306,A,0.983106,0.613930,0.443854,T0,0
0.730652,B,0.896601,0.815927,0.430892,T0,0
0.318221,C,0.087799,0.049102,0.370805,T0,0
0.042233,B,0.655695,0.567700,0.304335,T0,0
0.803074,A,0.869552,0.684039,0.588863,T0,0
0.723663,C,0.816330,0.999462,0.233580,T0,0
0.262891,A,0.936308,0.811601,0.982955,T0,0
0.472688,A,0.216074,0.538125,0.174739,T0,1
0.883106,C,0.512256,0.587041,0.014990,T0,0
0.857238,C,0.687693,0.123080,0.888707,T0,0
0.720704,A,0.167061,0.401112,0.985303,T0,0
0.340791,A,0.846134,0.039448,0.536516,T0,0
0.965749,B,0.583045,0.050954,0.746558,T0,0
0.420382,B,0.381277,0.455319,0.625210,T0,0
0.597021,B,0.766326,0.484936,0.907923,T0,0
0.451618,A,0.246297,0.419268,0.048268,T0,1
0.461912,A,0.429321,0.309279,0.976963,T0,0
0.496227,B,0.217295,0.387031,0.328666,T0,0
0.507873,A,0.859655,0.985110,0.055359,T0,0
0.182719,B,0.096043,0.214370,0.620070,T0,0
0.476896,B,0.527421,0.072429,0.283982,T0,0
0.606580,B,0.494313,0.768061,0.928845,T0,0
0.204882,A,0.038626,0.048093,0.967265,T0,0
0.704760,B,0.257004,0.408549,0.464478,T0,0
0.405850,B,0.588095,0.076060,0.311865,T0,0
0.727575,A,0.521719,0.448905,0.811971,T0,0
0.999357,A,0.791992,0.606804,0.443853,T0,0
0.220281,C,0.392611,0.402995,0.868401,T0,0
0.564514,C,0.825757,0.069614,0.889364,T0,0
0.792721,A,0.279545,0.459708,0.677509,T0,0
0.552415,A,0.335756,0.090448,0.978642,T0,0
0.521554,C,0.772190,0.310147,0.979340,T0,0
0.664132,C,0.542811,0.094916,0.182719,T0,0
0.449674,B,0.414681,0.368704,0.093388,T0,0
0.101865,B,0.136067,0.062464,0.431432,T0,0
0.032796,C,0.047385,0.114556,0.045746,T0,0
0.490288,A,0.474048,0.749703,0.487184,T0,1
0.968742,C,0.458753,0.704767,0.258389,T0,0
0.047104,B,0.983194,0.861078,0.896297,T0,0
0.749165,A,0.020882,0.753617,0.887497,T0,0
0.351626,C,0.710649,0.609329,0.945166,T0,0
0.784949,B,0.049933,0.848775,0.110274,T0,0
0.336552,A,0.285963,0.654773,0.841314,T0,0
0.231059,B,0.636531,0.677848,0.579519,T0,0
0.284164,A,0.986497,0.567193,0.715592,T0,0
0.969090,B,0.660557,0.949175,0.741547,T0,0
0.831409,A,0.798515,0.798330,0.365373,T0,0
0.867996,A,0.961567,0.495026,0.160117,T0,0
0.229874,B,0.184361,0.987459,0.083948,T0,0
0.781300,C,,0.307178,0.547735,T0,0
0.865012,B,0.733947,0.244801,0.461885,T0,0
0.034905,A,0.466965,0.776782,0.874313,T0,0
0.105687,C,0.226680,0.417829,0.005589,T0,0
0.493473,C,0.208146,0.429264,0.543638,T0,0
0.611368,B,0.300749,0.444587,0.069232,T0,0
0.749818,B,0.573722,0.016571,0.366041,T0,0
0.107773,C,0.838037,0.435411,0.381265,T0,0
0.511183,C,0.270208,0.075779,0.917407,T0,0
0.825693,C,0.917557,0.044780,0.210995,T0,0
0.453563,B,0.737619,0.621012,0.224987,T0,0
0.077406,B,0.159848,0.675286,0.212961,T0,0
0.165155,B,0.557420,0.526086,0.605987,T0,0
0.686495,B,0.385988,0.046409,0.873031,T0,0
0.057630,C,0.016196,0.373556,0.431607,T0,0
0.690989,A,0.774607,0.500210,0.981785,T0,0
0.500624,B,0.802114,0.975292,0.605065,T0,0
0.718543,A,0.933685,0.329685,0.482594,T0,0
0.631662,A,0.169906,0.829307,0.447719,T0,0
0.743598,B,0.041361,0.917917,0.735234,T0,0
0.044531,A,0.682072,0.037585,0.822596,T0,0
0.171744,C,,0.526561,0.536757,T0,0
0.615500,A,,0.632583,0.793760,T0,0
0.853299,B,0.016721,0.433108,0.633398,T0,0
0.976784,A,0.766158,0.435228,0.832391,T0,0
0.340230,C,0.851701,0.071101,0.638908,T0,0
0.199974,A,0.682913,0.554084,0.557001,T0,1
0.975589,B,0.535463,0.435741,0.076239,T0,0
0.246912,A,0.168411,0.660738,0.913296,T0,0
0.000386,B,0.766553,0.976510,0.677430,T0,0
0.392241,B,0.522147,0.069588,0.352963,T0,0
0.138889,C,0.810902,0.039496,0.339930,T0,0
0.252485,B,0.893338,0.651877,0.820251,T0,0
0.031708,C,0.463386,0.611474,0.749714,T0,0
0.691672,C,0.055932,0.646507,0.007366,T0,0
0.064430,B,0.502745,0.464578,0.761603,T0,0
0.748628,C,0.464257,0.404960,0.829910,T0,0
0.766276,C,0.239087,0.612262,0.219380,T0,0
0.683019,A,0.021278,0.370960,0.801499,T0,0
0.475202,B,0.018688,0.774075,0.912497,T0,0
0.661863,A,0.555668,0.614780,0.983955,T0,0
0.562132,B,0.857676,0.850838,0.860140,T0,0
0.416798,A,0.135001,0.193251,0.470068,T0,1
0.802669,B,0.846581,0.241881,0.248175,T0,0
0.531100,B,0.912327,0.707385,0.005329,T0,0
0.299858,C,0.186704,0.342661,0.117191,T0,0
0.823474,B,0.665007,0.065095,0.552822,T0,0
0.786334,C,0.801061,0.072325,0.235615,T0,0
0.766561,C,0.201639,0.234390,0.546064,T0,0
0.830105,B,0.857312,0.021710,0.416373,T0,0
0.372063,C,0.863715,0.659030,0.280580,T0,0
0.505954,A,0.338650,0.039435,0.697768,T0,0
0.263837,B,,0.987098,0.109839,T0,0
0.772604,B,0.644683,0.662262,0.418751,T0,0
0.769924,A,0.713277,0.564840,0.565188,T0,0
0.168260,C,0.372338,0.911523,0.132512,T0,0
0.252950,B,0.736902,0.508983,0.288956,T0,0
0.556247,C,0.807000,0.429022,0.311918,T0,0
0.285979,B,0.048314,0.260582,0.759779,T0,0
0.571091,B,0.258515,0.435947,0.050577,T0,0
0.312406,B,0.407342,0.244984,0.994813,T0,0
0.833414,A,0.178396,0.878727,0.785567,T0,0
0.327282,C,0.896834,0.883322,0.769900,T0,0
0.106154,B,0.969382,0.118674,0.825567,T0,0
0.506966,B,0.382189,0.917785,0.205444,T0,0
0.978691,C,0.609316,0.834551,0.021350,T0,0
0.215735,A,0.338599,0.852637,0.983180,T0,0
0.107074,B,0.083613,0.109847,0.284187,T0,0
0.042786,B,0.201670,0.554155,0.538113,T0,0
0.715372,C,0.053358,0.374286,0.501731,T0,0
0.794551,A,0.901171,0.584401,0.951160,T0,0
0.319827,B,0.728472,0.300943,0.656412,T0,0
0.940693,C,0.055175,0.635189,0.307190,T0,0
0.681928,A,0.688381,0.180695,0.475250,T0,0
0.127302,C,0.035384,0.442875,0.711839,T0,0
0.397972,A,0.011225,0.551347,0.461978,T0,1
0.517584,C,0.868377,0.059771,0.398552,T0,0
0.624620,A,0.565760,0.678125,0.523480,T0,0
0.808928,B,0.994067,0.446128,0.271732,T0,0
0.303768,B,0.922160,0.795142,0.057121,T0,0
0.681440,B,0.127649,0.387513,0.385505,T0,0
0.131994,C,0.721447,0.816924,0.534275,T0,0
0.138328,A,0.499618,0.107284,0.248410,T0,1
0.644393,A,0.470935,0.224261,0.597757,T0,0
0.549987,A,0.156384,0.525137,0.710411,T0,0
0.615381,A,0.607169,0.358924,0.400665,T0,0
0.535068,B,0.749738,0.064136,0.574653,T0,0
0.925415,B,,0.392099,0.388000,T0,0
0.777438,C,0.897661,0.865309,0.076503,T0,0
0.356045,B,0.745823,0.281518,0.438259,T0,0
0.857269,A,0.741678,0.290863,0.362968,T0,0
0.009015,A,0.480690,0.548672,0.654494,T0,1
0.705177,A,0.724023,0.135802,0.896785,T0,0
0.465744,C,0.062490,0.440855,0.308519,T0,0
0.758118,C,0.727692,0.273044,0.354092,T0,0
0.423247,C,0.782298,0.255665,0.843982,T0,0
0.621389,A,0.606555,0.052829,0.804802,T0,0
0.266583,A,,0.214516,0.980985,T0,0
0.447495,A,0.050489,0.144118,0.766175,T0,0
0.332156,C,0.477782,0.290173,0.730864,T0,0
0.156770,C,0.307179,0.410452,0.616163,T0,0
0.277835,A,0.677731,0.980377,0.260515,T0,1
0.221148,A,,0.514790,0.147674,T0,1
0.569311,A,0.180112,0.877237,0.755882,T0,0
0.427725,A,0.373688,0.515613,0.895844,T0,0
0.915396,A,0.015372,0.900460,0.150139,T0,0
0.039387,A,,0.865689,0.787892,T0,0
0.753158,C,0.011480,0.139083,0.321460,T0,0
0.020362,A,0.487851,0.455526,0.646554,T0,1
0.703281,A,0.481484,0.947728,0.630752,T0,0
0.028111,C,0.343548,0.045063,0.166973,T0,0
0.787934,C,0.354361,0.702598,0.545260,T0,0
0.046181,C,0.826052,0.994481,0.234532,T0,0
0.242756,A,0.644279,0.045295,0.331976,T0,1
0.740033,B,0.472326,0.227685,0.299211,T0,0
0.192558,C,0.102083,0.794010,0.458532,T0,0
0.340283,A,0.641005,0.302907,0.299176,T0,1
0.066833,B,,0.725988,0.796327,T0,0
0.644420,A,,0.246594,0.399305,T0,0
0.946613,C,0.160176,0.368249,0.726949,T0,0
0.717796,B,0.122916,0.401330,0.093965,T0,0
0.223843,C,0.722324,0.672384,0.521953,T0,0
0.443085,A,0.913595,0.396652,0.652036,T0,0
0.490132,B,0.533037,0.629720,0.442713,T0,0
0.508730,A,0.345637,0.762830,0.788484,T0,0
0.161719,B,0.418594,0.604136,0.510341,T0,0
0.882998,A,0.303656,0.804137,0.020263,T0,0
0.003204,B,0.368682,0.515769,0.937364,T0,0
0.420104,B,0.151855,0.414085,0.922002,T0,0
0.928624,B,0.358129,0.245386,0.494862,T0,0
0.787067,C,0.263854,0.855021,0.357365,T0,0
0.833543,B,0.727158,0.797096,0.767223,T0,0
0.187982,C,0.788254,0.378190,0.458333,T0,0
0.726455,C,0.809468,0.517965,0.078376,T0,0
0.159954,B,0.208443,0.246019,0.143703,T0,0
0.043717,A,0.363697,0.554633,0.555146,T0,1
0.825301,C,0.762343,0.977473,0.851247,T0,0
0.708221,A,0.328626,0.855188,0.322165,T0,0
0.321054,A,0.672277,0.884743,0.885706,T0,0
0.508734,A,0.416318,0.669946,0.447627,T0,0
0.591141,B,0.664811,0.080832,0.286009,T0,0
0.275670,B,0.679156,0.992411,0.946499,T0,0
0.953065,C,0.942142,0.132247,0.692737,T0,0
0.545554,C,0.584522,0.738230,0.352372,T0,0
0.388842,A,0.107332,0.057700,0.558941,T0,1
0.065105,A,,0.320454,0.361970,T0,1
0.448565,C,,0.671482,0.092097,T0,0
0.027107,B,0.599707,0.954031,0.620364,T0,0
0.383284,A,0.023519,0.160822,0.971032,T0,0
0.367590,A,,0.159112,0.539300,T0,1
0.353898,A,0.245326,0.715401,0.516749,T0,1
0.812556,C,,0.290636,0.583955,T0,0
0.216787,A,,0.346895,0.148616,T0,1
0.614189,C,0.811960,0.946304,0.099510,T0,0
0.458873,C,0.402166,0.289355,0.150039,T0,0
0.545733,C,0.859957,0.703368,0.398470,T0,0
0.083230,A,0.502220,0.828530,0.476697,T0,1
0.011853,B,0.329653,0.057277,0.517389,T0,0
0.474198,B,,0.301066,0.805262,T0,0
0.215348,C,0.829322,0.830552,0.498524,T0,0
0.979461,C,0.884430,0.322383,0.830444,T0,0
0.191013,B,,0.996420,0.989638,T0,0
0.956578,A,0.062552,0.923262,0.601516,T0,0
0.761125,C,0.306358,0.709329,0.062366,T0,0
0.160474,A,,0.356464,0.599873,T0,1
0.878010,C,0.176150,0.114588,0.694764,T0,0
0.659678,C,0.151722,0.268558,0.218396,T0,0
0.391384,A,,0.589882,0.360115,T0,1
0.995571,B,,0.520787,0.746235,T0,0
0.414928,B,0.489748,0.363527,0.946800,T0,0
0.409526,A,,0.271317,0.265669,T0,1
0.821898,A,0.066123,0.921545,0.366982,T0,0
0.264452,B,0.733776,0.183023,0.321894,T0,0
0.312028,B,0.337525,0.802391,0.705631,T0,0
0.117482,B,0.240780,0.928281,0.534813,T0,0
0.292744,C,0.301114,0.125138,0.782169,T0,0
0.584487,A,0.779862,0.654967,0.904707,T0,0
0.773516,B,0.344965,0.808693,0.775582,T0,0
0.419070,B,0.690643,0.499794,0.860191,T0,0
0.146481,B,0.947208,0.131268,0.414689,T0,0
0.571880,A,0.875093,0.986051,0.593269,T0,0
0.289940,A,0.908775,0.453441,0.551181,T0,0
0.925374,B,0.023207,0.701737,0.940373,T0,0
0.770455,B,,0.320151,0.836640,T0,0
0.516673,C,0.882816,0.552416,0.384691,T0,0
0.070685,A,0.362307,0.701727,0.721057,T0,0
0.988718,B,0.850638,0.017050,0.911809,T0,0
0.243055,B,0.626140,0.492854,0.829100,T0,0
0.780879,A,0.895455,0.284177,0.720216,T0,0
0.855934,B,0.211305,0.449876,0.615117,T0,0
0.626191,B,0.850198,0.962576,0.301551,T0,0
0.801296,C,,0.028484,0.727739,T0,0
0.569436,A,0.527661,0.653825,0.765874,T0,0
0.197782,C,0.534560,0.089591,0.634717,T0,0
0.108157,A,0.225822,0.492601,0.490030,T0,1
0.621257,B,0.947210,0.654444,0.622920,T0,0
0.204256,B,0.335579,0.170894,0.555035,T0,0
0.752963,C,0.175631,0.262104,0.083742,T0,0
0.958292,C,0.512820,0.657935,0.727749,T0,0
0.314713,B,0.591974,0.245147,0.275960,T0,0
0.568954,C,0.820855,0.514459,0.287908,T0,0
0.568044,C,0.923498,0.430946,0.397013,T0,0
0.413281,C,0.266099,0.513462,0.555117,T0,0
0.496628,B,0.262405,0.042733,0.611646,T0,0
0.110434,A,0.781000,0.145055,0.868026,T0,0
0.744164,A,0.077002,0.783231,0.715603,T0,0
0.901578,C,0.382434,0.639749,0.760559,T0,0
0.705565,A,0.363725,0.965103,0.746267,T0,0
0.864902,C,0.066430,0.462736,0.550573,T0,0
0.073493,B,0.692971,0.476636,0.076297,T0,0
0.941946,B,0.368980,0.011420,0.492399,T0,0
0.449337,C,0.440332,0.365592,0.666098,T0,0
0.754326,A,0.962246,0.139388,0.064918,T0,0
0.911185,C,0.846561,0.801376,0.323701,T0,0
0.629008,C,0.256882,0.889767,0.507173,T0,0
0.088034,C,0.243995,0.669489,0.420174,T0,0
0.634866,C,0.389987,0.723144,0.682014,T0,0
0.498662,B,,0.718353,0.812756,T0,0
0.323886,A,0.922879,0.661052,0.388972,T0,0
0.804951,A,0.319194,0.828271,0.988375,T0,0
0.217665,B,0.965628,0.101478,0.388906,T0,0
0.172016,C,0.671206,0.011817,0.194711,T0,0
0.469060,C,0.759072,0.251253,0.461624,T0,0
0.121515,C,0.388084,0.374928,0.064515,T0,0
0.837955,B,,0.921084,0.935364,T0,0
0.002721,A,0.527337,0.614197,0.250082,T0,1
0.514307,A,0.237188,0.719457,0.072307,T0,0
0.073315,B,0.260431,0.322088,0.717103,T0,0
0.484952,B,0.489601,0.054886,0.282401,T0,0
0.450023,B,,0.208634,0.799755,T0,0
0.344248,A,0.053593,0.094238,0.854272,T0,0
0.830875,A,0.229246,0.923158,0.730765,T0,0
0.844992,A,0.645142,0.354006,0.580926,T0,0
0.324311,B,0.115150,0.804555,0.019756,T0,0
0.451953,B,0.669580,0.669460,0.908087,T0,0
0.518586,B,0.172065,0.988475,0.656769,T0,0
0.566946,B,0.975866,0.644290,0.714634,T0,0
0.336768,A,,0.120663,0.956809,T0,0
0.452173,C,0.598849,0.364777,0.005568,T0,0
0.766321,C,0.235733,0.129893,0.510781,T0,0
0.933079,B,0.291735,0.762477,0.757465,T0,0
0.137549,C,0.492636,0.792743,0.679359,T0,0
0.981819,A,0.063822,0.372734,0.829120,T0,0
0.784120,A,0.989915,0.185481,0.026856,T0,0
0.696713,C,0.063954,0.270075,0.099958,T0,0
0.488995,C,0.073200,0.986644,0.755269,T0,0
0.139446,B,0.765222,0.417879,0.781707,T0,0
0.803232,C,,0.194157,0.478631,T0,0
0.479238,A,0.440903,0.593762,0.582455,T0,1
0.828870,C,,0.467557,0.542355,T0,0
0.649896,C,0.352357,0.986678,0.177473,T0,0
0.714184,B,0.330632,0.391635,0.708395,T0,0
0.584331,A,,0.334549,0.895481,T0,0
0.143491,C,0.187143,0.094206,0.144376,T0,0
0.274684,A,0.651296,0.879075,0.500109,T0,1
0.107854,C,0.655379,0.442537,0.827725,T0,0
0.420745,A,0.477786,0.668526,0.549185,T0,1
0.941721,C,0.788675,0.724755,0.210989,T0,0
0.306747,C,0.007176,0.173339,0.508133,T0,0
0.594746,A,0.370644,0.140290,0.698636,T0,0
0.655833,C,0.004795,0.151017,0.318219,T0,0
0.281980,B,0.964379,0.873622,0.929425,T0,0
0.748614,C,0.802836,0.753098,0.901559,T0,0
0.033509,A,0.303870,0.682341,0.594514,T0,1
0.318228,B,0.598606,0.984410,0.978511,T0,0
0.270479,B,0.880214,0.623457,0.134905,T0,0
0.687939,C,0.571234,0.418496,0.845640,T0,0
0.129416,B,0.632153,0.997823,0.100754,T0,0
0.606576,C,0.830495,0.917618,0.684228,T0,0
0.470682,C,0.341412,0.539403,0.514450,T0,0
0.269454,C,0.916386,0.741784,0.272037,T0,0
0.814470,B,,0.126452,0.174598,T0,0
0.214426,B,0.192236,0.038840,0.947541,T0,0
0.030609,B,0.129871,0.214200,0.116015,T0,0
0.195817,A,0.764604,0.226499,0.679563,T0,1
0.297126,C,0.862825,0.896573,0.720990,T0,0
0.877330,A,0.327649,0.792643,0.588214,T0,0
0.750600,B,0.351481,0.719889,0.541614,T0,0
0.444779,C,0.949979,0.480630,0.523140,T0,0
0.626796,C,0.637230,0.793045,0.456451,T0,0
0.030409,C,0.844487,0.317439,0.984585,T0,0
0.506778,A,0.092564,0.018369,0.586884,T0,0
0.811351,B,0.048247,0.047002,0.350057,T0,0
0.755833,C,0.471951,0.816183,0.501021,T0,0
0.903265,A,0.395193,0.050832,0.602678,T0,0
0.084825,A,0.843099,0.616055,0.934401,T0,0
0.524367,B,0.518210,0.579723,0.481656,T0,0
0.377028,A,,0.233024,0.455499,T0,1
0.330360,B,0.269765,0.522600,0.338805,T0,0
0.065810,C,0.564819,0.341140,0.199603,T0,0
0.710458,B,0.084293,0.211498,0.148991,T0,0
0.582782,B,0.605696,0.254738,0.698121,T0,0
0.018446,C,0.055390,0.784412,0.407057,T0,0
0.078704,A,0.423289,0.926504,0.527899,T0,1
0.113666,B,0.105765,0.478320,0.309158,T0,0
0.686102,C,,0.209536,0.903356,T0,0
0.435573,B,0.368953,0.362478,0.801313,T0,0
0.607014,B,0.241740,0.556611,0.835344,T0,0
0.478512,C,0.412337,0.661018,0.888758,T0,0
0.361141,C,0.629154,0.494394,0.669659,T0,0
0.523925,C,0.589387,0.139388,0.193578,T0,0
0.802809,A,0.525945,0.626994,0.158460,T0,0
0.770708,B,0.638556,0.875815,0.874750,T0,0
0.124692,C,0.814583,0.196540,0.716436,T0,0
0.609155,A,0.349567,0.617212,0.466674,T0,0
0.004708,A,0.451894,0.774308,0.277771,T0,1
0.398142,A,0.863717,0.313871,0.052017,T0,0
0.253498,B,0.998655,0.611042,0.415414,T0,0
0.921064,B,0.331054,0.609993,0.449735,T0,0
0.871997,B,0.282680,0.280409,0.879323,T0,0
0.712437,B,0.273811,0.961691,0.417805,T0,0
0.769160,B,0.712599,0.232329,0.604875,T0,0
0.806360,C,0.826440,0.942655,0.548852,T0,0
0.543492,B,0.036280,0.074754,0.998818,T0,0
0.977360,C,0.521892,0.688634,0.445256,T0,0
0.127866,C,0.729986,0.551574,0.235923,T0,0
0.145801,B,0.942781,0.429315,0.701324,T0,0
0.800433,C,0.721299,0.089359,0.395889,T0,0
0.351965,B,0.846971,0.325058,0.937322,T0,0
0.221522,A,0.042130,0.653731,0.131511,T0,1
0.202584,A,0.354396,0.807731,0.461740,T0,1
0.834130,C,0.525442,0.465256,0.615816,T0,0
0.034954,C,0.947039,0.713643,0.283641,T0,0
0.841093,A,0.735944,0.393867,0.051026,T0,0
0.875914,A,0.197575,0.375342,0.087987,T0,0
0.085943,C,0.983653,0.974324,0.095139,T0,0
0.482302,A,0.445578,0.115891,0.845623,T0,0
0.479696,A,,0.111763,0.684273,T0,1
0.523551,C,0.186288,0.441922,0.208967,T0,0
0.674598,B,0.606392,0.615229,0.112597,T0,0
0.676307,A,0.727362,0.661586,0.871080,T0,0
0.275183,A,0.672666,0.006413,0.198290,T0,1
0.338322,A,,0.507431,0.542983,T0,1
0.515551,B,0.095558,0.168250,0.482223,T0,0
0.456831,C,0.787867,0.976063,0.928015,T0,0
0.218428,C,0.104738,0.484768,0.707681,T0,0
0.883536,A,,0.086578,0.313833,T0,0
0.767597,B,0.926622,0.266710,0.721634,T0,0
0.915860,A,0.318659,0.877431,0.925093,T0,0
0.153916,A,0.697399,0.657832,0.054617,T0,1
0.369561,C,0.868908,0.985336,0.763281,T0,0
0.178677,A,0.967725,0.748485,0.963571,T0,0
0.518988,B,0.093094,0.261008,0.830202,T0,0
0.398304,C,,0.407590,0.211796,T0,0
0.874415,A,,0.811417,0.360619,T0,0
0.975008,B,0.224802,0.306975,0.549616,T0,0
0.163147,C,,0.255379,0.631863,T0,0
0.420294,C,0.461698,0.725206,0.990138,T0,0
0.235505,C,0.928510,0.949704,0.173248,T0,0
0.154361,B,0.361556,0.431100,0.965640,T0,0
0.742617,B,0.479962,0.421930,0.210620,T0,0
0.524042,B,0.418367,0.537551,0.159467,T0,0
0.469944,B,0.290881,0.835750,0.951213,T0,0
0.407781,C,0.100670,0.681493,0.332647,T0,0
0.615136,C,0.307088,0.853426,0.343552,T0,0
0.903072,B,0.238147,0.101085,0.747604,T0,0
0.782736,A,0.156337,0.008641,0.964749,T0,0
0.942235,B,0.213896,0.747769,0.449683,T0,0
0.540741,C,,0.690189,0.916959,T0,0
0.126315,C,0.236121,0.949576,0.746397,T0,0
0.910933,A,0.226560,0.507993,0.663521,T0,0
0.286087,C,0.736642,0.434387,0.966076,T0,0
0.912164,A,0.849716,0.959696,0.932882,T0,0
0.561876,C,0.518207,0.228681,0.329939,T0,0
0.973920,C,0.247545,0.709806,0.139867,T0,0
0.943917,C,0.797953,0.612207,0.441570,T0,0
0.011187,A,0.003019,0.544496,0.822669,T0,0
0.123656,A,0.221978,0.066158,0.698104,T0,1
0.162409,C,0.226469,0.329602,0.809269,T0,0
0.480134,C,0.886166,0.222617,0.263478,T0,0
0.837526,C,0.288724,0.731799,0.583336,T0,0
0.274902,B,,0.413869,0.320362,T0,0
0.253478,B,0.597696,0.465874,0.571614,T0,0
0.486170,A,0.885528,0.167117,0.862329,T0,0
0.432710,B,0.361083,0.366680,0.733761,T0,0
0.184403,C,,0.969629,0.317286,T0,0
0.904689,B,0.690081,0.105784,0.938073,T0,0
0.998514,B,0.761572,0.657333,0.300086,T0,0
0.997364,B,0.266852,0.616051,0.515006,T0,0
0.963357,B,0.087171,0.973583,0.343957,T0,0
0.105911,A,0.017182,0.445113,0.651226,T0,1
0.141358,A,0.143207,0.717871,0.228476,T0,1
0.022045,C,0.298302,0.163674,0.896737,T0,0
0.274443,C,0.331987,0.147803,0.893097,T0,0
0.709895,B,0.161074,0.284189,0.012327,T0,0
0.265019,A,0.945375,0.583700,0.300581,T0,0
0.424331,C,0.381722,0.316415,0.747856,T0,0
0.042796,B,0.152853,0.938002,0.603214,T0,0
0.223432,A,0.662098,0.671786,0.139474,T0,1
0.759264,A,0.965272,0.413671,0.679711,T0,0
0.322331,A,,0.846314,0.470188,T0,1
0.248428,A,0.753267,0.330867,0.999160,T0,0
0.546865,A,0.051594,0.223728,0.986863,T0,0
0.336932,B,0.121232,0.890644,0.723010,T0,0
0.522506,A,0.842823,0.166731,0.812460,T0,0
0.040313,B,0.332162,0.627673,0.631882,T0,0
0.856807,A,0.947575,0.238692,0.413393,T0,0
0.913712,C,0.893774,0.901625,0.567240,T0,0
0.060502,B,0.833160,0.933520,0.011283,T0,0
0.005667,C,0.088203,0.519727,0.629581,T0,0
0.759347,C,0.585097,0.887898,0.365819,T0,0
0.493474,C,0.500967,0.854620,0.444151,T0,0
0.708618,A,,0.105993,0.295823,T0,0
0.386999,A,0.305181,0.802531,0.614418,T0,1
0.740129,C,0.450630,0.752613,0.189805,T0,0
0.089530,A,0.633181,0.695380,0.837738,T0,0
0.726856,A,0.338015,0.849236,0.689824,T0,0
0.561665,A,0.103329,0.219582,0.518948,T0,0
0.493108,C,0.032449,0.109784,0.339261,T0,0
0.497386,B,0.878871,0.032820,0.291575,T0,0
0.147117,C,0.210325,0.530249,0.176847,T0,0
0.142246,B,0.458961,0.876611,0.557720,T0,0
0.243148,A,,0.752432,0.784016,T0,0
0.340487,B,0.030243,0.482148,0.699649,T0,0
0.014927,C,0.238972,0.026758,0.422541,T0,0
0.904620,B,0.271812,0.194568,0.237381,T0,0
0.725868,C,0.571447,0.189219,0.641167,T0,0
0.131628,A,0.944164,0.879952,0.228124,T0,0
0.650352,C,0.293414,0.977904,0.036996,T0,0
0.460056,A,0.592918,0.557868,0.261653,T0,1
0.331450,C,0.635253,0.562378,0.758275,T0,0
0.554524,B,0.978479,0.847810,0.218043,T0,0
0.765760,B,0.895814,0.582626,0.541349,T0,0
0.959530,B,0.332720,0.939379,0.050541,T0,0
0.520977,C,0.223034,0.756856,0.599768,T0,0
0.884644,B,0.916790,0.440232,0.576161,T0,0
0.631849,B,0.113650,0.030475,0.753773,T0,0
0.920956,A,0.035455,0.092926,0.845887,T0,0
0.631778,C,0.708112,0.371590,0.350597,T0,0
0.714535,C,0.562014,0.069971,0.449117,T0,0
0.822607,B,0.759350,0.095413,0.833336,T0,0
0.628400,C,0.068317,0.926686,0.285440,T0,0
0.102364,C,0.809490,0.118609,0.306003,T0,0
0.161032,C,0.917499,0.876928,0.677453,T0,0
0.891713,B,0.211669,0.795433,0.007778,T0,0
0.813451,C,0.690315,0.012995,0.080895,T0,0
0.065408,A,0.615921,0.356452,0.332702,T0,1
